AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,VOC_Level_ppm,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Organic_Matter_%,Plot_Area_m2,Plant_Type
114.63,843.3,41.47,33.25,46.96,2.21,5.5,89.77,56.68,64.45,37.67,1.7,197.42,Orchid
148.21,861.15,43.44,35.98,43.34,2.64,6.56,150.99,78.18,83.73,74.59,4.01,413.13,Ficus
133.22,820.91,49.09,40.15,40.57,2.33,6.92,141.82,80.95,80.84,75.59,4.07,446.48,Ficus
178.06,799.04,59.58,31.19,42.09,2.85,7.09,159.01,83.38,75.75,78.71,4.35,454.9,Ficus
172.39,834.65,60.54,36.47,33.26,2.7,6.47,157.57,84.82,83.87,64.3,3.07,446.77,Ficus
149.34,829.86,44.34,39.32,43.98,2.97,6.73,147.1,81.22,76.47,72.8,4.42,448.37,Ficus
159.07,700.25,33.47,42.32,46.07,2.87,7.49,32.79,22.13,23.23,17.48,0.61,300.33,Succulent
144.48,754.12,58.3,35.44,36.81,2.19,6.0,62.79,41.1,40.81,50.49,1.21,30.92,Bonsai
164.92,819.66,55.61,32.34,50.67,1.96,5.39,93.73,59.01,59.16,34.24,2.59,223.72,Orchid
124.11,762.25,52.48,34.46,35.45,2.2,5.91,61.27,50.78,30.49,55.2,1.64,53.67,Bonsai
148.89,719.67,55.0,37.64,42.55,2.17,7.2,138.65,83.58,85.52,65.05,4.03,499.37,Ficus
186.52,763.59,44.43,36.99,40.79,2.53,7.17,138.71,79.44,93.92,66.41,4.01,457.61,Ficus
124.06,879.43,44.59,38.94,40.4,2.71,7.1,154.37,70.25,84.28,79.44,3.98,471.78,Ficus
182.33,752.3,51.61,39.06,40.98,3.02,5.61,91.19,51.33,64.89,42.37,1.86,221.49,Orchid
169.71,750.91,50.06,34.99,29.94,2.22,5.33,95.04,57.86,69.32,39.8,2.46,198.74,Orchid
158.39,694.72,49.8,35.98,47.95,2.55,6.7,158.84,78.99,77.72,68.82,4.38,430.31,Ficus
173.88,786.08,50.91,33.72,37.02,1.85,7.72,28.54,21.65,22.51,18.58,0.45,278.51,Succulent
148.75,838.8,40.05,38.02,34.24,2.34,7.15,150.8,74.52,83.8,72.39,3.16,476.97,Ficus
178.64,719.46,46.32,36.27,37.7,3.1,5.02,93.11,55.7,49.89,37.52,2.07,194.14,Orchid
148.13,720.79,57.31,28.32,41.21,2.91,5.83,89.88,56.23,62.57,44.87,2.14,180.2,Orchid
141.46,804.37,43.99,34.13,38.3,2.34,6.04,63.42,48.92,37.35,41.8,1.7,57.77,Bonsai
95.17,845.8,59.0,29.03,45.65,2.83,6.41,71.27,45.74,44.1,49.68,1.35,58.37,Bonsai
163.85,776.41,67.43,27.41,39.21,2.14,5.75,63.06,28.16,41.47,42.78,1.51,59.31,Bonsai
142.29,823.13,53.64,35.28,45.68,3.09,6.64,152.75,86.31,81.79,71.07,3.89,470.23,Ficus
172.23,773.8,45.78,33.02,47.44,2.3,6.12,62.07,41.53,34.32,47.96,1.26,50.61,Bonsai
180.71,874.86,45.36,33.04,41.36,3.03,5.62,97.63,64.09,60.78,36.32,2.03,192.65,Orchid
92.07,842.78,55.02,34.36,45.11,2.0,6.56,135.8,79.86,78.83,68.69,3.42,487.2,Ficus
154.73,802.57,51.53,38.98,45.34,2.3,8.31,22.56,16.33,19.16,25.69,0.41,294.05,Succulent
152.53,843.61,67.11,38.09,38.85,2.25,6.74,147.12,83.54,76.7,73.75,4.57,467.61,Ficus
162.61,792.38,47.91,33.0,47.54,2.94,6.25,69.25,35.62,36.63,57.32,2.13,65.05,Bonsai
121.01,850.0,58.85,29.96,46.17,2.99,6.28,66.01,36.61,41.58,55.79,1.48,62.79,Bonsai
119.29,763.56,39.07,35.73,31.8,3.71,6.16,51.42,32.6,46.27,52.12,1.53,68.41,Bonsai
158.54,790.35,53.17,26.9,45.9,2.08,8.36,29.29,21.31,18.19,24.36,0.94,272.63,Succulent
175.8,805.63,58.34,38.51,34.53,2.45,5.63,79.54,61.26,59.73,45.8,2.07,232.91,Orchid
165.42,849.84,68.21,29.96,35.07,2.26,6.99,152.5,92.27,72.86,73.85,3.87,495.73,Ficus
169.51,809.68,47.63,37.99,35.04,1.78,7.09,139.95,75.31,80.68,59.36,4.24,514.46,Ficus
159.18,735.19,43.49,29.34,38.5,2.46,6.39,145.82,86.09,88.31,67.17,4.22,492.39,Ficus
157.07,804.39,45.0,36.68,47.59,1.84,5.74,55.06,49.87,34.03,54.67,1.67,35.94,Bonsai
145.69,790.48,61.73,43.32,30.98,2.38,4.85,101.8,69.64,60.89,33.42,2.38,178.08,Orchid
168.05,828.69,62.33,36.9,37.65,1.73,5.22,85.77,54.51,58.36,40.27,1.8,197.84,Orchid
169.29,766.96,26.3,26.16,38.34,2.0,5.08,85.96,64.38,56.27,38.83,1.83,206.74,Orchid
164.79,816.14,49.75,41.53,46.24,1.5,8.02,31.55,22.08,20.61,18.79,0.44,313.53,Succulent
189.22,723.74,45.46,28.4,35.34,2.38,5.06,80.88,63.89,58.13,48.12,2.36,224.98,Orchid
147.84,824.89,46.95,36.87,40.62,2.48,8.53,27.12,17.41,21.59,26.43,0.81,276.96,Succulent
156.34,778.0,52.23,29.25,49.9,2.56,7.87,23.2,20.87,22.93,28.96,0.43,269.74,Succulent
132.78,788.58,54.29,28.82,38.07,2.1,5.89,67.44,39.7,40.0,51.16,1.92,65.83,Bonsai
125.96,772.86,46.88,34.39,37.04,1.59,8.02,33.3,20.98,21.82,10.25,0.52,325.87,Succulent
123.11,738.42,34.91,42.62,36.93,2.32,7.98,31.04,24.86,18.12,16.66,0.58,275.75,Succulent
141.64,848.84,61.3,38.86,38.72,3.03,5.36,95.52,52.11,64.96,45.9,2.16,182.53,Orchid
128.04,851.06,59.07,35.55,39.75,2.65,8.05,22.7,13.53,16.53,24.27,0.56,300.06,Succulent
145.53,689.41,45.21,34.69,40.27,2.19,7.15,153.11,81.83,78.64,70.77,4.08,514.25,Ficus
156.36,758.13,47.64,40.78,39.73,2.27,5.94,53.44,37.0,42.23,45.36,1.8,68.07,Bonsai
179.43,950.69,65.15,38.41,36.16,2.09,5.76,57.58,29.5,42.51,51.19,1.26,70.51,Bonsai
191.21,852.37,63.7,29.31,41.44,3.03,6.71,151.36,80.17,76.38,64.87,3.93,551.88,Ficus
155.09,819.48,40.34,31.26,40.04,1.77,7.18,158.61,80.67,83.63,70.9,3.61,497.42,Ficus
130.57,874.46,57.33,35.71,37.62,2.1,6.78,148.8,76.35,78.76,59.77,4.24,531.56,Ficus
144.12,847.13,55.92,25.23,45.02,2.19,8.29,33.37,13.91,21.41,25.74,0.49,303.39,Succulent
158.38,783.28,35.07,35.07,38.68,2.31,5.65,62.81,33.24,40.31,57.31,0.81,48.24,Bonsai
148.23,793.76,47.12,42.2,33.79,2.44,7.89,37.02,17.01,19.15,19.3,0.55,292.93,Succulent
182.8,816.1,50.29,41.57,32.9,2.53,7.57,157.37,77.13,85.03,70.98,3.36,502.75,Ficus
165.06,769.28,56.5,41.92,49.83,2.48,8.3,29.49,16.46,22.74,20.31,0.43,348.84,Succulent
156.15,870.08,51.26,29.33,41.89,3.29,6.81,141.23,76.33,83.12,80.36,4.15,485.75,Ficus
148.22,834.49,56.8,39.51,33.44,2.21,6.57,162.13,83.58,82.3,63.15,3.92,480.4,Ficus
163.49,704.72,32.78,40.26,31.27,2.88,5.85,53.14,50.05,36.22,45.64,1.61,53.02,Bonsai
171.01,882.77,58.17,38.44,46.89,2.99,7.14,170.99,82.76,79.67,70.85,4.14,504.23,Ficus
171.16,785.81,53.76,27.62,35.68,2.68,6.27,65.26,37.48,38.52,46.86,0.89,58.84,Bonsai
139.09,805.06,64.55,26.83,32.78,3.13,6.15,62.1,43.42,40.49,62.0,1.69,40.9,Bonsai
164.96,811.21,51.61,40.86,41.13,2.65,7.1,144.5,80.14,82.98,73.31,4.25,566.68,Ficus
151.18,842.73,71.55,44.08,34.13,3.23,7.48,171.12,82.78,78.54,61.94,3.53,444.39,Ficus
144.28,786.21,56.5,30.96,35.6,2.3,5.68,104.48,68.65,59.34,46.34,1.81,193.27,Orchid
130.97,811.92,45.27,33.53,39.8,3.28,5.29,94.44,60.91,62.13,49.47,1.47,210.16,Orchid
181.36,810.59,41.43,31.14,34.25,2.17,6.46,51.68,39.94,41.42,52.14,1.35,43.67,Bonsai
153.46,841.2,55.56,47.81,34.96,2.53,5.75,89.51,58.8,64.0,36.22,2.2,203.25,Orchid
161.18,842.56,61.33,32.86,48.29,2.58,7.7,31.02,16.41,20.19,25.1,0.59,313.62,Succulent
136.09,773.82,36.55,34.5,47.18,0.92,4.91,78.38,64.07,49.51,48.49,1.54,206.11,Orchid
125.9,798.29,57.49,31.78,53.4,1.75,8.05,36.38,16.0,23.09,20.06,0.15,307.39,Succulent
146.09,807.4,45.11,31.51,43.82,2.89,8.0,28.6,23.93,18.83,18.5,0.37,279.58,Succulent
157.89,816.39,44.62,38.43,39.53,2.45,6.66,140.45,84.3,92.6,68.89,4.26,560.68,Ficus
151.42,921.62,64.76,33.71,43.13,2.72,7.6,32.36,18.53,15.98,17.75,0.46,312.32,Succulent
184.23,740.24,38.74,35.29,39.75,1.6,6.81,165.47,84.65,80.9,70.49,3.82,488.02,Ficus
164.93,743.5,38.47,33.21,32.31,2.67,6.64,157.93,80.47,72.05,70.34,3.79,480.07,Ficus
122.69,839.04,51.85,33.41,35.12,2.75,5.71,92.19,64.22,58.43,51.16,2.39,184.06,Orchid
138.34,795.1,46.55,30.38,36.82,2.47,7.12,151.13,79.35,78.27,62.32,3.22,478.47,Ficus
118.73,814.67,57.78,34.56,41.89,3.25,8.59,29.94,25.18,17.8,20.02,0.5,324.87,Succulent
174.1,886.39,43.44,28.15,37.88,1.84,5.65,94.82,64.15,56.58,43.92,1.91,202.41,Orchid
129.93,909.05,38.81,36.38,46.36,1.79,5.25,82.4,62.01,54.6,45.97,1.49,207.76,Orchid
130.63,857.95,45.12,29.59,35.39,3.3,5.51,94.35,57.91,58.03,36.42,1.84,212.41,Orchid
138.82,794.19,45.51,35.11,33.24,2.11,7.4,155.28,76.14,71.66,66.36,4.38,500.99,Ficus
108.18,807.0,42.15,30.05,29.95,1.89,5.94,53.4,45.8,32.8,42.8,1.77,44.53,Bonsai
138.75,790.31,44.21,30.69,46.72,2.52,6.84,149.36,80.71,77.94,69.64,4.0,561.89,Ficus
174.66,735.95,46.72,30.93,36.19,2.43,8.05,38.27,18.3,18.01,21.26,0.41,323.14,Succulent
99.68,815.46,43.31,30.34,37.37,2.54,7.93,41.48,20.3,18.51,17.17,0.52,290.34,Succulent
120.23,734.7,48.94,26.48,44.81,2.77,5.26,111.68,65.98,57.94,45.47,1.73,183.35,Orchid
195.82,822.8,29.25,34.71,39.49,2.01,6.89,144.89,89.84,81.58,69.09,3.67,383.03,Ficus
134.65,758.91,46.59,35.33,38.67,1.88,6.36,71.9,42.3,38.24,51.29,1.54,52.93,Bonsai
156.68,839.04,42.04,32.39,40.6,2.49,5.36,95.68,60.95,61.79,47.17,2.01,190.14,Orchid
169.53,816.16,54.88,39.51,34.95,2.47,7.64,31.87,17.83,18.84,25.86,0.27,271.53,Succulent
154.41,822.88,61.59,37.66,44.22,3.03,5.86,82.68,67.07,56.7,43.61,1.92,180.38,Orchid
158.38,834.91,59.82,36.29,47.56,1.97,5.55,94.82,56.16,61.52,39.62,1.81,204.9,Orchid
160.34,773.2,50.13,28.48,34.88,2.44,6.28,62.77,42.62,42.27,55.55,2.02,37.66,Bonsai
152.39,710.31,50.62,40.3,39.85,2.07,6.75,144.31,82.31,84.01,69.33,4.31,486.73,Ficus
135.63,883.36,48.25,28.55,46.07,2.84,7.04,157.91,85.21,72.71,71.04,4.99,486.53,Ficus
138.76,847.5,33.82,32.04,49.48,2.4,6.31,147.19,78.48,76.71,77.58,4.3,509.16,Ficus
124.89,841.03,67.55,21.42,39.38,1.69,6.2,68.88,47.8,41.9,48.04,1.84,38.47,Bonsai
128.43,845.24,51.52,39.91,39.83,1.97,5.92,69.19,36.28,37.63,48.2,1.3,58.65,Bonsai
165.86,865.55,39.58,38.23,37.11,2.04,8.02,34.01,24.75,15.07,14.42,0.59,278.09,Succulent
154.69,832.39,55.56,39.33,45.37,2.24,7.49,30.28,19.22,20.34,20.54,0.33,323.51,Succulent
165.18,752.71,53.1,32.58,34.51,2.95,6.71,148.58,75.83,78.39,72.5,4.63,514.71,Ficus
175.76,844.25,51.95,34.06,39.58,2.81,8.09,21.09,18.25,17.77,22.45,0.17,339.68,Succulent
176.09,862.3,48.42,38.63,39.6,2.21,7.57,24.21,21.63,18.99,20.51,0.77,291.09,Succulent
141.28,697.53,43.81,30.42,35.02,1.67,6.22,57.16,37.54,35.29,57.13,1.32,49.85,Bonsai
155.74,728.85,58.21,33.65,38.23,1.7,7.31,138.22,73.84,78.76,66.37,4.42,465.69,Ficus
157.64,846.64,49.65,36.59,43.1,1.96,5.51,102.64,59.61,62.15,39.79,1.77,162.69,Orchid
155.21,790.23,43.69,37.72,50.27,2.51,7.01,149.94,82.71,78.45,66.73,4.03,449.49,Ficus
165.49,784.38,50.26,28.29,41.26,2.87,6.42,63.01,44.38,39.93,53.08,1.58,53.99,Bonsai
162.52,763.17,52.9,30.7,48.87,2.72,5.41,81.83,56.95,63.41,40.74,2.42,200.69,Orchid
192.97,873.46,59.66,37.47,49.07,3.31,5.67,98.33,54.91,58.97,45.9,1.85,203.67,Orchid
183.68,742.32,46.9,30.79,52.0,2.67,5.92,61.43,37.94,49.27,47.62,1.82,40.17,Bonsai
173.17,733.37,44.98,36.99,46.04,1.79,5.56,83.45,57.88,53.69,35.14,1.86,215.04,Orchid
187.52,753.79,35.67,27.89,41.85,2.29,6.58,144.17,80.74,79.35,67.42,3.64,556.24,Ficus
148.12,857.02,53.18,38.24,38.7,3.38,5.41,79.64,59.68,56.65,49.95,2.27,218.65,Orchid
157.98,822.68,57.31,37.5,42.45,1.67,7.05,155.57,79.91,76.8,74.59,3.52,535.92,Ficus
185.5,834.63,42.55,35.81,38.56,1.59,5.74,87.79,58.1,64.65,36.46,1.72,186.47,Orchid
144.96,778.06,52.44,32.09,39.8,2.05,7.75,29.79,14.52,21.58,22.87,0.59,299.26,Succulent
141.29,863.06,75.45,29.83,34.59,2.23,6.3,65.67,32.45,40.39,59.97,1.67,44.96,Bonsai
141.9,750.42,66.98,28.35,41.82,3.16,5.46,93.85,53.57,61.43,34.28,2.46,205.98,Orchid
187.62,777.22,28.09,39.27,40.88,3.43,6.81,136.65,83.48,80.07,73.83,4.03,530.65,Ficus
164.39,759.73,61.81,37.76,39.73,2.57,5.05,86.44,64.19,66.68,39.64,2.37,188.18,Orchid
173.19,787.8,52.43,31.49,41.01,2.94,7.04,151.56,81.19,75.59,68.66,4.16,487.69,Ficus
150.13,829.13,57.15,40.3,44.58,3.52,7.29,149.83,74.6,68.97,68.73,3.97,571.83,Ficus
149.4,810.7,45.04,40.18,36.63,2.55,6.28,61.48,38.05,35.34,53.44,1.1,42.1,Bonsai
161.44,822.19,43.58,37.9,39.62,1.98,4.9,94.7,57.78,54.22,47.85,1.82,185.23,Orchid
103.32,780.65,46.23,49.38,40.53,2.27,8.24,30.16,24.12,18.77,23.12,0.35,303.95,Succulent
202.86,708.13,55.45,42.73,41.83,3.08,6.32,62.42,41.87,43.94,56.19,1.37,48.82,Bonsai
194.22,807.02,36.36,39.64,40.55,2.06,8.11,27.4,17.8,22.66,17.56,0.4,296.01,Succulent
120.43,758.88,59.32,35.55,44.77,2.09,7.5,151.25,80.22,78.88,65.93,3.3,536.31,Ficus
133.15,745.87,52.09,39.39,41.72,2.65,5.71,94.56,57.37,56.34,46.84,2.76,201.91,Orchid
171.76,749.65,52.63,37.48,43.29,2.44,6.42,71.24,29.92,30.98,40.47,1.69,44.13,Bonsai
147.82,846.63,53.91,33.16,45.01,2.38,8.55,39.78,25.96,16.93,17.62,0.77,301.34,Succulent
146.08,814.58,56.11,34.94,49.54,2.01,6.34,55.4,38.64,40.26,51.86,1.08,69.5,Bonsai
142.01,772.28,51.88,35.01,46.34,2.76,5.29,78.43,64.49,56.45,40.25,2.05,185.34,Orchid
136.02,781.98,58.65,35.5,38.28,3.36,5.95,54.38,40.94,54.18,48.39,1.63,64.04,Bonsai
156.49,861.46,50.48,42.71,36.12,2.54,7.26,173.8,72.45,87.51,63.4,3.7,626.73,Ficus
145.13,757.82,65.4,37.95,35.41,2.72,5.49,90.63,64.44,56.82,29.66,2.26,195.97,Orchid
146.57,785.23,71.36,27.7,43.75,2.77,7.64,28.68,22.93,23.21,13.01,0.18,287.9,Succulent
126.08,794.84,53.19,46.94,44.98,3.39,7.07,142.55,69.9,84.23,72.8,4.44,559.17,Ficus
157.66,856.4,57.5,39.4,49.31,1.9,5.89,69.45,40.97,45.59,48.56,1.38,54.64,Bonsai
178.93,770.73,52.38,43.31,39.42,2.82,5.02,93.97,49.19,56.45,44.72,1.6,175.23,Orchid
142.38,763.8,42.45,33.91,36.66,2.5,5.66,57.3,32.03,45.76,49.6,1.5,48.02,Bonsai
128.45,769.98,54.2,36.97,50.93,2.54,6.97,147.66,79.89,84.48,68.47,2.79,420.56,Ficus
142.94,837.52,46.89,29.57,38.3,3.16,5.42,88.47,55.98,55.09,41.05,1.76,203.97,Orchid
139.55,769.76,47.51,36.1,45.47,2.69,5.77,93.18,61.91,57.13,34.7,2.37,188.28,Orchid
190.5,755.44,50.26,33.71,36.59,2.77,5.3,104.44,67.7,53.27,42.04,1.77,189.28,Orchid
167.84,762.54,55.11,37.33,31.26,2.03,8.11,18.92,13.71,19.35,14.68,0.51,296.65,Succulent
121.38,813.5,64.53,39.13,47.46,2.74,7.07,156.45,82.73,76.0,74.65,4.25,534.91,Ficus
118.32,825.68,51.37,32.22,33.44,2.22,6.99,160.17,74.91,78.39,64.3,4.04,467.49,Ficus
109.54,777.91,69.92,38.69,37.44,2.86,5.57,74.9,62.09,65.12,41.89,2.12,193.06,Orchid
156.37,890.53,48.71,34.53,36.73,1.62,5.5,54.41,29.7,42.7,42.55,1.6,50.77,Bonsai
170.41,781.67,25.1,32.51,37.17,1.95,5.77,94.72,57.44,66.61,48.9,2.66,170.96,Orchid
151.29,763.97,45.61,27.54,41.7,2.79,5.85,104.85,60.23,54.87,44.93,1.67,230.64,Orchid
161.29,786.07,50.64,37.6,35.67,3.23,6.17,61.14,41.26,40.49,45.51,1.78,47.57,Bonsai
139.99,841.92,51.6,35.87,38.98,3.03,7.55,31.27,16.8,23.83,14.27,0.17,275.04,Succulent
147.31,777.4,62.43,45.27,43.03,2.71,7.38,169.55,76.71,85.58,73.72,3.39,572.33,Ficus
152.72,745.69,57.75,35.26,49.67,2.74,5.74,73.96,32.22,35.72,43.07,1.96,57.34,Bonsai
179.84,763.8,48.76,28.27,35.62,2.8,5.66,76.06,67.6,65.14,26.65,1.69,199.87,Orchid
132.11,880.25,39.22,33.73,37.63,4.36,7.45,33.81,25.77,15.26,23.68,0.41,309.45,Succulent
143.45,799.95,46.16,31.01,36.93,2.43,5.56,71.46,37.62,36.09,46.5,1.62,51.25,Bonsai
192.44,727.44,52.1,48.19,30.6,2.76,7.71,139.56,81.24,76.34,70.02,3.0,465.7,Ficus
181.63,812.64,53.33,35.31,43.31,2.61,6.03,57.5,36.24,44.54,48.04,1.36,64.83,Bonsai
167.11,851.48,54.59,40.66,53.35,1.5,7.99,32.51,23.6,16.64,25.26,0.56,332.2,Succulent
176.81,865.16,50.95,40.64,37.0,2.84,6.91,138.47,71.62,80.38,72.64,4.05,518.38,Ficus
130.86,744.78,48.84,38.49,35.47,2.18,8.01,40.07,18.54,17.63,23.8,0.36,338.09,Succulent
137.08,700.07,66.94,31.4,46.57,2.28,5.72,60.02,46.74,46.76,49.22,1.61,65.46,Bonsai
109.82,788.08,54.12,36.0,33.94,2.21,7.29,31.23,17.3,20.24,25.1,0.07,315.22,Succulent
161.3,800.28,51.1,29.03,40.79,2.46,6.34,47.13,39.42,40.15,49.48,1.47,63.35,Bonsai
158.0,758.15,44.66,30.98,38.81,2.86,5.46,97.99,50.6,58.39,49.7,2.08,190.53,Orchid
173.46,883.45,48.48,36.94,34.41,1.37,6.99,160.87,74.84,70.74,77.94,4.43,467.66,Ficus
176.03,719.86,49.27,39.96,42.71,1.94,6.23,67.9,45.38,40.91,49.36,1.65,53.88,Bonsai
163.71,763.02,43.91,41.33,40.76,2.2,5.44,84.24,46.05,66.97,42.51,2.46,172.71,Orchid
134.37,742.25,54.11,42.65,35.9,2.47,6.1,64.61,40.41,36.68,51.97,1.39,29.27,Bonsai
130.2,847.92,69.14,38.57,41.9,2.49,7.88,29.04,20.63,20.6,22.58,0.26,269.0,Succulent
136.78,796.66,41.76,34.57,35.59,2.62,5.73,80.63,64.2,60.99,50.0,2.29,225.1,Orchid
199.64,845.98,51.28,28.99,39.61,2.4,5.14,86.15,61.52,64.51,44.53,2.15,205.63,Orchid
166.44,784.2,51.13,31.15,40.77,2.34,7.14,144.95,83.91,78.82,74.19,4.11,520.87,Ficus
148.7,711.56,43.89,38.79,52.36,2.58,8.13,31.34,19.09,15.71,22.86,0.09,353.17,Succulent
126.33,828.23,32.19,31.86,36.17,2.29,7.4,133.48,82.39,79.96,66.2,3.19,527.39,Ficus
171.28,848.61,42.21,39.87,40.43,3.1,5.53,85.01,63.0,60.2,37.9,1.75,172.95,Orchid
154.1,885.92,29.35,38.62,43.56,2.12,5.13,86.96,60.9,55.71,38.88,2.39,218.76,Orchid
156.4,810.11,31.9,35.87,39.08,1.91,8.29,37.39,20.17,23.42,20.97,0.64,315.53,Succulent
149.0,753.64,32.89,35.97,36.72,2.27,6.06,47.65,52.32,45.56,41.0,1.64,60.12,Bonsai
155.19,791.51,55.18,40.96,28.21,2.61,5.73,99.56,62.12,60.84,41.25,2.12,165.51,Orchid
167.93,779.41,41.2,37.44,34.01,2.24,6.09,87.44,58.39,56.53,40.68,1.83,162.9,Orchid
161.0,886.28,42.36,33.18,37.22,2.16,7.85,30.96,16.05,20.83,23.53,0.55,307.45,Succulent
143.36,807.0,49.86,35.93,41.95,1.62,5.79,62.98,37.93,37.63,53.22,1.34,49.04,Bonsai
154.84,821.67,52.1,37.13,35.19,2.37,5.26,91.53,57.15,58.41,29.26,1.84,157.47,Orchid
134.15,805.29,31.58,33.92,41.06,3.34,6.67,145.35,90.04,80.97,61.78,3.68,438.88,Ficus
162.21,747.9,40.22,33.67,34.18,2.9,6.8,155.07,83.1,78.15,72.84,2.66,503.09,Ficus
138.47,770.31,44.6,41.56,29.19,2.87,7.23,157.2,89.34,84.09,72.56,4.78,495.89,Ficus
146.7,751.11,63.67,31.78,40.09,2.93,5.11,86.11,54.15,58.78,40.7,1.68,196.55,Orchid
101.52,757.68,51.16,40.01,39.74,2.21,6.66,153.65,79.6,86.76,71.3,3.93,532.53,Ficus
132.11,772.52,45.81,28.48,43.84,2.75,7.07,145.92,73.05,80.17,80.64,3.95,489.14,Ficus
153.15,890.8,46.31,34.75,39.76,2.44,6.4,68.44,39.67,40.81,50.12,1.62,42.13,Bonsai
135.44,788.63,54.59,36.27,38.38,2.44,7.09,134.9,83.75,82.73,63.35,3.85,542.96,Ficus
154.04,777.86,48.08,31.94,44.96,2.65,8.13,28.43,18.36,20.11,24.92,0.52,288.04,Succulent
130.63,812.07,45.54,36.41,36.53,2.61,6.05,66.88,45.41,49.79,46.17,1.65,35.37,Bonsai
152.27,731.36,46.8,30.99,41.81,2.34,7.43,158.02,76.42,88.48,88.06,3.76,555.8,Ficus
136.44,790.98,50.24,42.09,43.6,2.86,6.03,60.23,46.15,39.44,48.27,1.45,58.81,Bonsai
184.54,781.93,50.83,32.21,32.96,2.31,7.43,135.99,80.77,67.57,76.91,4.6,484.46,Ficus
129.54,755.12,53.24,40.95,40.99,2.82,5.22,87.68,57.04,60.38,41.08,1.46,188.43,Orchid
148.79,719.99,47.62,31.6,42.52,2.52,6.48,154.45,80.28,83.47,69.42,3.23,538.0,Ficus
172.27,815.12,49.67,31.01,27.55,3.19,5.79,64.77,37.96,33.01,51.32,1.53,65.92,Bonsai
166.15,856.78,45.18,34.41,44.43,3.0,8.21,29.53,23.98,14.94,17.39,0.56,299.02,Succulent
157.84,693.56,40.95,33.84,43.74,2.81,6.78,146.48,76.35,77.81,72.9,4.46,471.5,Ficus
155.65,775.8,55.56,32.05,40.11,2.78,5.52,75.7,65.08,53.08,41.24,2.01,161.6,Orchid
139.23,757.75,65.53,41.96,42.11,2.46,5.85,90.32,62.27,54.74,37.39,1.66,206.96,Orchid
157.58,817.22,45.61,29.11,49.75,1.91,6.27,60.88,39.58,40.29,51.31,1.83,50.39,Bonsai
155.58,878.99,57.77,34.87,45.31,2.93,6.21,57.19,28.1,36.76,45.96,1.17,59.89,Bonsai
178.08,820.33,51.05,33.59,34.96,1.95,6.67,63.42,36.48,37.5,56.09,1.21,63.34,Bonsai
159.21,766.95,44.29,25.56,33.24,2.34,8.23,37.04,20.48,22.42,19.34,0.42,308.0,Succulent
164.79,700.44,48.31,40.83,34.64,2.5,6.0,61.31,35.49,33.27,44.0,2.36,62.51,Bonsai
167.24,793.86,41.42,35.06,37.99,2.89,7.74,31.89,21.86,18.27,23.63,0.33,300.35,Succulent
133.86,776.49,43.85,36.22,35.8,2.11,5.77,70.36,43.69,36.5,45.52,1.46,53.63,Bonsai
147.41,703.39,44.88,42.66,41.93,2.66,7.79,34.5,20.65,22.94,21.89,0.41,322.19,Succulent
144.17,775.42,58.02,32.06,40.41,2.46,7.28,164.85,87.33,75.2,67.75,3.94,524.73,Ficus
159.45,748.89,56.95,42.61,43.02,3.42,7.69,34.19,24.98,17.91,21.11,0.5,299.72,Succulent
88.89,759.25,45.98,34.1,34.14,2.26,5.66,57.47,40.24,43.38,50.33,1.87,61.21,Bonsai
164.55,795.28,36.08,27.7,34.22,2.47,7.14,161.91,82.64,82.88,64.61,4.74,528.79,Ficus
161.74,801.12,53.08,42.65,38.33,2.36,7.27,171.43,84.12,88.55,75.39,4.0,567.45,Ficus
137.31,911.65,46.85,30.63,36.1,2.92,6.34,91.69,53.84,54.48,34.43,1.99,193.83,Orchid
126.56,769.42,37.59,35.08,43.77,2.73,5.16,101.83,60.38,60.65,35.37,1.96,202.44,Orchid
165.38,836.25,38.36,39.77,39.34,2.58,5.99,65.53,37.4,36.44,49.49,1.61,57.83,Bonsai
140.97,845.42,45.83,41.12,42.55,2.54,5.46,86.66,63.04,62.34,37.64,1.93,234.86,Orchid
140.87,783.02,58.04,35.42,50.34,2.66,6.1,67.9,39.34,39.2,61.66,1.73,54.48,Bonsai
137.9,788.44,36.95,32.84,38.9,2.79,5.47,89.45,61.26,51.56,39.14,1.93,189.39,Orchid
133.46,925.58,56.39,29.23,38.87,3.07,7.23,147.11,88.42,76.94,66.53,4.03,522.68,Ficus
156.04,926.21,62.06,41.82,39.22,3.27,7.74,24.47,16.17,20.29,14.35,0.7,325.86,Succulent
141.11,860.0,54.22,26.17,34.66,2.64,7.24,133.82,79.51,79.26,68.87,4.15,533.92,Ficus
126.79,814.02,45.93,35.11,42.47,2.8,5.22,75.52,71.12,56.49,45.9,1.61,211.21,Orchid
151.14,842.04,46.18,38.91,48.67,2.48,6.39,141.66,83.32,76.34,70.67,4.05,540.69,Ficus
108.95,838.76,55.35,34.78,41.47,2.85,5.93,66.84,34.85,39.59,44.23,1.28,54.03,Bonsai
145.53,858.79,50.25,36.73,38.43,3.09,5.53,94.82,51.7,58.4,34.75,2.67,205.29,Orchid
157.65,829.26,42.19,41.15,28.91,2.01,5.1,97.84,56.69,57.18,44.95,2.4,170.65,Orchid
